instrument_key,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,option_type,exchange
NSE_EQ|INE675C01017,5142.0,CIGNITITEC,CIGNITI TECHNOLOGIES LTD,1336.65,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE704H01022,27161.0,CINELINE,CINELINE INDIA LIMITED,127.92,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE039B01026,8028.0,CINEVISTA,CINEVISTA LIMITED,18.38,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE059A01026,694.0,CIPLA,CIPLA LTD,1540.95,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE915D08CV2,23138.0,CITI26C,CITI TBILL LINK2026SR812,,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE227W01023,5049.0,CLEAN,CLEAN SCIENCE & TECH LTD,1376.1,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE201M01029,20223.0,CLEDUCATE,CL EDUCATE LIMITED,88.43,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE0JOO01021,11179.0,CLOUD,VARANIUM CLOUD LIMITED,17.5,,,0.05,1000.0,EQUITY,,NSE
NSE_EQ|INE419D01026,3482.0,CLSEL,CHAMAN LAL SETIA EXP LTD,212.13,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE00NH01017,18260.0,CLSL,CROP LIFE SCIENCE LIMITED,40.6,,,0.05,2000.0,EQUITY,,NSE
NSE_EQ|INE289S01013,99.0,CMMIPL,CMM INFRAPROJECTS LIMITED,1.95,,,0.05,3000.0,EQUITY,,NSE
NSE_EQ|INE06PV01010,13731.0,CMNL,CHAMAN METALLICS LIMITED,69.0,,,0.05,1500.0,EQUITY,,NSE
NSE_EQ|INE075Z01011,11447.0,CMRSL,CYBER MEDIA RES & SER LTD,155.85,,,0.05,800.0,EQUITY,,NSE
NSE_EQ|INE925R01014,7603.0,CMSINFO,CMS INFO SYSTEMS LIMITED,490.8,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE522F01014,20374.0,COALINDIA,COAL INDIA LTD,488.7,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE377E01016,6006.0,COASTCORP,COASTAL CORPORATION LTD,233.85,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE704P01025,21508.0,COCHINSHIP,COCHIN SHIPYARD LIMITED,1902.85,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE335K01011,11165.0,COFFEEDAY,COFFEE DAY ENTERPRISE LTD,57.53,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE591G01017,11543.0,COFORGE,COFORGE LIMITED,5179.2,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE259A01022,15141.0,COLPAL,COLGATE PALMOLIVE LTD.,2955.5,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE597Z01014,19513.0,COMMITTED,COMMITTED CARGO CARE LTD,55.5,,,0.05,1600.0,EQUITY,,NSE
NSE_EQ|INF109KC19O8,13198.0,COMMOIETF,ICICIPRAMC - ICICICOMMO,92.07,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE070C01037,19670.0,COMPINFO,COMPUAGE INFOCOM LTD,3.36,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE453B01029,31138.0,COMPUSOFT,COMPUCOM SOFTWARE LTD,30.27,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE073V01015,21578.0,COMSYN,COMMERCIAL SYN BAGS LTD,67.96,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE111A01025,4749.0,CONCOR,CONTAINER CORP OF IND LTD,1141.35,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE338H01029,18060.0,CONCORDBIO,CONCORD BIOTECH LIMITED,1431.55,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE552D01024,10238.0,CONFIPET,CONFIDENCE PETRO IND LTD.,82.72,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INF174KA1JE5,10512.0,CONS,KOTAKMAMC - KOTAKCONS,112.41,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE025A01027,11731.0,CONSOFINVT,CONSO. FIN. & HOLD. LTD.,199.74,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INF204KA1LD7,2435.0,CONSUMBEES,NIP IND ETF CONSUMPTION,122.25,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INF109KC1V42,6446.0,CONSUMIETF,ICICIPRAMC - ICICICONSU,113.49,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE340Z01019,2531.0,CONTI,CONTINENTAL SEED CHEM LTD,26.3,,,0.05,3333.0,EQUITY,,NSE
NSE_EQ|INE663B01015,17477.0,CONTROLPR,CONTROL PRINT LIMITED,840.2,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE0HS001010,8560.0,COOLCAPS,COOL CAPS INDUSTRIES LTD,343.35,,,0.05,250.0,EQUITY,,NSE
NSE_EQ|INE558D01021,4007.0,CORALFINAC,CORAL INDIA FIN & HOUS LT,47.68,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE792I01017,15271.0,CORDSCABLE,CORDS CABLE INDUS LTD.,249.61,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE169A01031,739.0,COROMANDEL,COROMANDEL INTERNTL. LTD,1474.95,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE757A01017,742.0,COSMOFIRST,COSMO FIRST LIMITED,660.7,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE695B01025,16986.0,COUNCODOS,COUNTRY CONDO S LIMITED,5.96,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE0QBU01012,18380.0,CPS,C P S SHAPERS LIMITED,252.7,,,0.05,600.0,EQUITY,,NSE
NSE_EQ|INF457M01133,2328.0,CPSEETF,CPSE ETF,93.3,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE00LO01017,2854.0,CRAFTSMAN,CRAFTSMAN AUTOMATION LTD,4393.8,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE0OFK01019,16419.0,CRAYONS,CRAYONS ADVERTISING LTD,134.75,,,0.05,1000.0,EQUITY,,NSE
NSE_EQ|INE985W01018,11155.0,CREATIVE,CREATIVE NEWTECH LIMITED,721.35,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE230B01021,9388.0,CREATIVEYE,CREATIVE EYE LIMITED,7.26,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE741K01010,4421.0,CREDITACC,CREDITACCESS GRAMEEN LTD,1477.4,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE559D01011,13900.0,CREST,CREST VENTURES LIMITED,442.05,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE007A01025,757.0,CRISIL,CRISIL LTD,4127.55,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE299U01018,17094.0,CROMPTON,CROMPT GREA CON ELEC LTD,422.2,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE491V01019,8097.0,CROWN,CROWN LIFTERS LIMITED,240.29,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE679A01013,14966.0,CSBBANK,CSB BANK LIMITED,351.35,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE718F01018,10350.0,CSLFINANCE,CSL FINANCE LIMITED,461.05,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE627H01017,14222.0,CTE,CAMBRIDGE TECH ENTER LTD,92.66,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE491A01021,5701.0,CUB,CITY UNION BANK LTD,149.25,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE0NR623014,15078.0,CUBEINVIT,CUBE HIGHWAYS TRUST,,,,0.01,200000.0,EQUITY,,NSE
NSE_EQ|INE144D01012,9881.0,CUBEXTUB,CUBEXTUBINGS-ROLLSETT,100.01,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE298A01020,1901.0,CUMMINSIND,CUMMINS INDIA LTD,3674.85,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE509F01029,18524.0,CUPID,CUPID LIMITED,95.32,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE278G01037,11845.0,CYBERMEDIA,CYBER MEDIA (INDIA) LTD.,24.12,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE214A01019,6051.0,CYBERTECH,CYBERTECH SYSTEMS & SOFTW,155.6,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE136B01020,5748.0,CYIENT,CYIENT LIMITED,1884.3,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE055S01018,17187.0,CYIENTDLM,CYIENT DLM LIMITED,676.85,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE016A01026,772.0,DABUR,DABUR INDIA LTD,619.5,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE00R701025,8075.0,DALBHARAT,DALMIA BHARAT LIMITED,1900.1,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE495A01022,781.0,DALMIASUG,DALMIA BHARAT SUG IN LTD,404.55,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE497D01022,17541.0,DAMODARIND,DAMODAR INDUSTRIES LTD,48.86,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE688Y01022,1110.0,DANGEE,DANGEE DUMS LIMITED,8.08,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE365B01017,11423.0,DATAMATICS,DATAMATICS GLOBAL SER LTD,607.7,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE0IX101010,7358.0,DATAPATTNS,DATA PATTERNS INDIA LTD,2724.9,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE179G01029,21794.0,DAVANGERE,DAVANGERE SUGAR COMPANY L,9.76,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE950I01011,17881.0,DBCORP,D.B.CORP LTD,305.2,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE917M01012,18086.0,DBL,DILIP BUILDCON LIMITED,456.45,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE0I3401014,10893.0,DBOL,DHAMPUR BIO ORGANICS LTD,156.75,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE879I01012,18124.0,DBREALTY,VALOR ESTATE LIMITED,205.29,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE921B01025,31107.0,DBSTOCKBRO,DB (INT) STOCK BROKERS,49.13,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE385W01011,21704.0,DCAL,DISHMAN CARBO AMCIS LTD,165.15,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE503A01015,13725.0,DCBBANK,DCB BANK LIMITED,134.86,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE0S8401018,23520.0,DCG,DCG CABLES & WIRES LTD,93.9,,,0.05,1200.0,EQUITY,,NSE
NSE_EQ|INE0A1101019,11568.0,DCI,DC INFOTECH AND COMUN LTD,225.49,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE498A01018,805.0,DCM,DCM LTD,75.88,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE891B01012,8704.0,DCMFINSERV,DCM FINANCIAL SERVICES LT,6.12,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE08KP01019,11039.0,DCMNVL,DCM NOUVELLE LIMITED,206.34,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE499A01024,811.0,DCMSHRIRAM,DCM SHRIRAM LIMITED,991.4,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE843D01027,7325.0,DCMSRIND,DCM SHRIRAM IND LTD,221.33,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE500A01029,817.0,DCW,DCW LTD,55.33,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE0KL801015,11895.0,DCXINDIA,DCX SYSTEMS LIMITED,316.0,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE583C01021,14838.0,DECCANCE,DECCAN CEMENTS LIMITED,677.15,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE586O01011,22799.0,DEEM,DEEM ROLL TECH LIMITED,92.5,,,0.05,1000.0,EQUITY,,NSE
NSE_EQ|INE501A01019,827.0,DEEPAKFERT,DEEPAK FERTILIZERS & PETR,600.65,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE288B01029,19943.0,DEEPAKNTR,DEEPAK NITRITE LTD,2351.8,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE677H01012,18244.0,DEEPENR,DEEP ENE RESOURCES LTD,179.34,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE0FHS01024,3292.0,DEEPINDS,DEEP INDUSTRIES LIMITED,297.05,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE0SK801018,22527.0,DELAPLEX,DELAPLEX LIMITED,229.85,,,0.05,600.0,EQUITY,,NSE
NSE_EQ|INE148O01028,9599.0,DELHIVERY,DELHIVERY LIMITED,388.65,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE726L01019,24395.0,DELPHIFX,DELPHI WORLD MONEY LTD,181.87,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE124G01033,15044.0,DELTACORP,DELTA CORP LIMITED,121.43,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE393A01011,1214.0,DELTAMAGNT,DELTA MANUFACTURING LTD,100.22,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE947J01015,17722.0,DEN,DEN NETWORKS LTD,53.46,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE0JWV01011,15449.0,DENEERS,DE NEERS TOOLS LIMITED,201.6,,,0.05,600.0,EQUITY,,NSE
NSE_EQ|INE244A01016,4279.0,DENORA,DE NORA INDIA LIMITED,1614.65,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE0N5801013,16454.0,DENTALKART,VASA DENTICITY LIMITED,667.75,,,0.05,250.0,EQUITY,,NSE
NSE_EQ|INE0IGO01011,6092.0,DESTINY,DESTINY LOGISTICS & I LTD,,,,0.05,3000.0,EQUITY,,NSE
NSE_EQ|INE060X01026,8146.0,DEVIT,DEV INFO TECHNOLOGY LTD,121.25,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE872J01023,5373.0,DEVYANI,DEVYANI INTERNATIONAL LTD,180.05,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE03JI01017,10358.0,DGCONTENT,DIGICONTENT LIMITED,26.17,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE041A01016,857.0,DHAMPURSUG,DHAMPUR SUGAR MILLS LTD.,236.98,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE680A01011,11359.0,DHANBANK,DHANLAXMI BANK LIMITED,42.33,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE274G01010,15384.0,DHANI,DHANI SERVICES LIMITED,46.59,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE435G01025,24409.0,DHANUKA,DHANUKA AGRITECH LTD,1577.0,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE00OQ01016,13001.0,DHARMAJ,DHARMAJ CROP GUARD LTD,255.4,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE506Z01015,6860.0,DHRUV,DHRUV CONSULTANCY SER LTD,96.9,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE0OGG01015,22533.0,DHTL,DOCMODE HEALTH TECH LTD,157.25,,,0.05,800.0,EQUITY,,NSE
NSE_EQ|INE320L01011,22233.0,DHUNINV,DHUNSERI INVESTMENTS LTD,1131.2,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE989C01020,18545.0,DIACABS,DIAMOND POWER INFRA LTD,927.45,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE591D01014,18644.0,DIAMINESQ,DIAMINES & CHEMICALS LTD,536.9,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE393P01035,21840.0,DIAMONDYD,PRATAAP SNACKS LIMITED,922.45,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE303A01010,703.0,DICIND,DIC INDIA LIMITED,479.9,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE0PSC01024,21256.0,DIGIDRIVE,DIGIDRIVE DISTRIBUTORS L,32.06,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE0QJ901011,19138.0,DIGIKORE,DIGIKORE STUDIOS LIMITED,442.05,,,0.05,200.0,EQUITY,,NSE
NSE_EQ|INE927C01020,16683.0,DIGISPICE,DIGISPICE TECHNOLOGIES LT,34.95,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE731U01028,6136.0,DIGJAMLMTD,DIGJAM LTD,82.22,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE411Y01011,8657.0,DIL,DEBOCK INDUSTRIES LIMITED,7.74,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE836F01026,14537.0,DISHTV,DISH TV INDIA LTD.,17.0,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE753U01022,14479.0,DIVGIITTS,DIVGI TORQTRANSFER SYST L,711.15,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE361B01024,10940.0,DIVISLAB,DIVI S LABORATORIES LTD,4452.35,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INF204KA1MS3,2636.0,DIVOPPBEES,NIP IND ETF DIV OPP,78.98,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE935N01020,21690.0,DIXON,DIXON TECHNO (INDIA) LTD,10317.5,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE0B1K01014,12753.0,DJML,DJ MEDIAPRINT & LOG LTD,357.35,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE0GN101014,6249.0,DKEGL,D K ENTERPRISES GLOBAL L,62.0,,,0.05,1500.0,EQUITY,,NSE
NSE_EQ|INE271C01023,14732.0,DLF,DLF LIMITED,859.75,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE250K01012,17851.0,DLINKINDIA,D-LINK INDIA LTD,476.95,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE614X07290,13023.0,DLSLZC24,DHANI LOANS & SERV LTD,,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE192R01011,19913.0,DMART,AVENUE SUPERMARTS LIMITED,4666.75,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE505A01010,6973.0,DMCC,DMCC SPECIALITY CHEMICALS,318.9,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE016M01021,641.0,DNAMEDIA,DILIGENT MEDIA CORP LTD.,4.58,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE021O01019,4822.0,DODLA,DODLA DAIRY LIMITED,1034.9,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE966A01022,12124.0,DOLATALGO,DOLAT ALGOTECH LIMITED,152.01,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE325C01035,20560.0,DOLLAR,DOLLAR INDUSTRIES LIMITED,559.5,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE0JHH01011,13323.0,DOLLEX,DOLLEX AGROTECH LIMITED,40.25,,,0.05,4000.0,EQUITY,,NSE
NSE_EQ|INE920A01037,18136.0,DOLPHIN,DOLPHIN OFF ENT (IND) L,822.85,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE321T01012,20551.0,DOMS,DOMS INDUSTRIES LIMITED,1943.4,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE668D01028,13839.0,DONEAR,DONEAR IND. LIMITED,129.24,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE266Y01019,936.0,DPABHUSHAN,D. P. ABHUSHAN LIMITED,1250.05,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE360C01024,15419.0,DPSCLTD,DPSC LIMITED,18.76,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE864X01013,16900.0,DPWIRES,D P WIRES LIMITED,459.05,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE03RS01027,2645.0,DRCSYSTEMS,DRC SYSTEMS INDIA LIMITED,21.76,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE0JS101016,10859.0,DREAMFOLKS,DREAMFOLKS SERVICES LTD,482.3,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE506A01018,11271.0,DREDGECORP,DREDGING CORP OF INDIA,1129.2,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE704V01015,18769.0,DRL,DHANUKA REALTY LIMITED,,,,0.05,6000.0,EQUITY,,NSE
NSE_EQ|INE0P7201019,17372.0,DRONE,DRONE DESTINATION LIMITED,330.95,,,0.05,1000.0,EQUITY,,NSE
NSE_EQ|INE089A01023,881.0,DRREDDY,DR. REDDY S LABORATORIES,6060.05,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE0QZM01018,23488.0,DRSCARGO,DRS CARGO MOVERS LIMITED,,,,0.05,800.0,EQUITY,,NSE
NSE_EQ|INE02CV01017,6686.0,DRSDILIP,DRS DILIP ROADLINES LTD.,,,,0.05,800.0,EQUITY,,NSE
NSE_EQ|INE417B01040,25690.0,DSSL,DYNACONS SYS & SOLN LTD,1190.25,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE341R01014,6227.0,DTIL,DHUNSERI TEA & IND. LTD.,198.44,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE0LZO01015,13766.0,DUCOL,DUCOL ORGS AND COLOURS LT,129.55,,,0.05,800.0,EQUITY,,NSE
NSE_EQ|INE741L01018,28956.0,DUCON,DUCON INFRATECHNOLOGIES L,7.2,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE0HPK01020,5457.0,DUGLOBAL,DUDIGITAL GLOBAL LIMITED,77.1,,,0.05,2500.0,EQUITY,,NSE
NSE_EQ|INE477B01010,15214.0,DVL,DHUNSERI VENTURES LIMITED,344.05,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE366A01041,11667.0,DWARKESH,DWARIKESH SUGAR IND LTD,74.69,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE600Y01019,10417.0,DYCL,DYNAMIC CABLES LIMITED,644.0,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE221B01012,4525.0,DYNAMATECH,DYNAMATIC TECHNOLOGIES,7716.4,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE0DZ701010,6079.0,DYNAMIC,DYNAMIC SRVCS & SEC LTD,214.6,,,0.05,1000.0,EQUITY,,NSE
NSE_EQ|INE256H01015,21314.0,DYNPRO,DYNEMIC PRODUCTS LIMITED,263.1,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE255Z01019,8940.0,E2E,E2E NETWORKS LIMITED,1927.3,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE07O001026,2792.0,EASEMYTRIP,EASY TRIP PLANNERS LTD,42.39,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INF754K01LD3,22243.0,EBBETF0425,EDELAMC - EBBETF0425,1214.46,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INF754K01KO2,16253.0,EBBETF0430,EDELAMC - EBBETF0430,1369.6,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INF754K01LE1,22239.0,EBBETF0431,EDELAMC - EBBETF0431,1224.03,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INF754K01QX0,13139.0,EBBETF0433,EDELAMC - EBBETF0433,1117.73,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE738I01010,15179.0,ECLERX,ECLERX SERVICES LTD,2386.9,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE532F01054,15119.0,EDELWEISS,EDELWEISS FIN SERV LTD,69.24,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE0KFF01017,19267.0,EFACTOR,E FACTOR EXPERIENCES LTD,178.1,,,0.05,800.0,EQUITY,,NSE
NSE_EQ|INE0Q1W01012,20899.0,EFORCE,ELECTRO FORCE (INDIA) LTD,81.8,,,0.05,1200.0,EQUITY,,NSE
NSE_EQ|INF754K01SE6,19933.0,EGOLD,EDELAMC - EGOLD,73.3,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE066A01021,910.0,EICHERMOT,EICHER MOTORS LTD,4850.65,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE126A01031,916.0,EIDPARRY,EID PARRY INDIA LTD,705.9,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE546V01010,6040.0,EIFFL,EURO (I) FRESH FOODS LTD,134.77,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE276C01014,15399.0,EIHAHOTELS,EIH ASSOCIATED HOTELS LTD,849.45,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE230A01023,919.0,EIHOTEL,EIH LIMITED,423.95,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE158B01016,7915.0,EIMCOELECO,EIMCO ELECON (INDIA) LTD,2102.8,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE184H01027,13091.0,EKC,EVEREST KANTO CYLINDERLTD,136.37,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE668G01021,8953.0,ELDEHSG,ELDECO HSG & IND LTD.,1042.1,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE205B01023,13643.0,ELECON,ELECON ENG. CO. LTD,1338.4,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE086A01029,928.0,ELECTCAST,ELECTROSTEEL CASTINGS LTD,167.03,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE086A13016,18116.0,ELECTCAST,ELECTCAST WARRANTS,,,,0.05,33340.0,EQUITY,,NSE
NSE_EQ|INE822G01016,14902.0,ELECTHERM,ELECTROTHERM (I) LTD.,800.4,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE285A01027,937.0,ELGIEQUIP,ELGI EQUIPMENTS LTD,604.25,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE819L01012,24928.0,ELGIRUBCO,ELGI RUBBER CO. LTD,82.1,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE050401020,13423.0,ELIN,ELIN ELECTRONICS LIMITED,167.47,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE548C01032,13517.0,EMAMILTD,EMAMI LIMITED,716.5,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE830C01026,10074.0,EMAMIPAP,EMAMI PAPER MILLS LIMITED,114.29,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE778K01012,19277.0,EMAMIREAL,EMAMI REALTY LIMITED,103.88,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE041025011,9383.0,EMBASSY,EMBASSY OFFICE PARKS REIT,360.59,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE02YR01019,11530.0,EMIL,ELECTRONICS MART IND LTD,242.75,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE296H01011,13421.0,EMKAY,EMKAY GLOBAL FIN SERV LTD,175.49,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE332S01011,10253.0,EMKAYTOOLS,EMKAY TAP & CUT. TOOL LTD,,,,0.05,300.0,EQUITY,,NSE
NSE_EQ|INE753K01015,18142.0,EMMBI,EMMBI INDUSTRIES LIMITED,104.01,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE0S1L01013,23745.0,EMMIL,ENERGY MISSION MACH IND L,348.45,,,0.05,1000.0,EQUITY,,NSE
NSE_EQ|INE0OV601013,18593.0,EMSLIMITED,EMS LIMITED,530.45,,,0.05,1.0,EQUITY,,NSE
